Gene	c2	c4	c3	Anc3	Anc2	c1	c5	Anc4	Anc1
c1_PCDHGC5	1	1	1	1	1	1	2	1	1
c1_PDGFRA	1	1	1	1	1	1	2	1	1
c1_PGBD4	1	1	1	1	1	1	2	1	1
c1_POLR2J2	1	1	1	1	1	1	2	1	1
c1_POU5F1B	1	1	1	1	1	1	2	1	1
c1_PPP1R13L	1	1	1	1	1	1	2	1	1
c1_PPP1R1B	1	1	1	1	1	1	2	1	1
c1_PRKCH	1	1	1	1	1	1	2	1	1
c1_PRL	1	1	1	1	1	1	2	1	1
c1_PROB1	1	1	1	1	1	1	2	1	1
c1_PRRG2	1	1	1	1	1	1	2	1	1
c1_PRSS40A	1	1	1	1	1	1	2	1	1
c1_PSD4	1	1	1	1	1	1	2	1	1
c1_PTGDR2	1	1	1	1	1	1	2	1	1
c1_RAD21-AS1	1	1	1	1	1	1	2	1	1
c1_RAD9B	1	1	1	1	1	1	2	1	1
c1_RASA4	1	1	1	1	1	1	2	1	1
c1_RD3	1	1	1	1	1	1	2	1	1
c1_REELD1	1	1	1	1	1	1	2	1	1
c1_RLN2	1	1	1	1	1	1	2	1	1
c1_RMI1	1	1	1	1	1	1	2	1	1
c1_SCGB3A2	1	1	1	1	1	1	2	1	1
c1_SCN1B	1	1	1	1	1	1	2	1	1
c1_SERPINA10	1	1	1	1	1	1	2	1	1
c1_SFN	1	1	1	1	1	1	2	1	1
c1_SGK1	1	1	1	1	1	1	2	1	1
c1_SH3BP2	1	1	1	1	1	1	2	1	1
c1_SHISA8	1	1	1	1	1	1	2	1	1
c1_SLC25A40	1	1	1	1	1	1	2	1	1
c1_SLC26A1	1	1	1	1	1	1	2	1	1
c1_SMIM2-AS1	1	1	1	1	1	1	2	1	1
c1_SPACA6P-AS	1	1	1	1	1	1	2	1	1
c1_SPIN4	1	1	1	1	1	1	2	1	1
c1_SSTR3	1	1	1	1	1	1	2	1	1
c1_STRIP2	1	1	1	1	1	1	2	1	1
c1_SYT10	1	1	1	1	1	1	2	1	1
c1_TAS2R30	1	1	1	1	1	1	2	1	1
c1_TAS2R46	1	1	1	1	1	1	2	1	1
c1_TCERG1L-AS1	1	1	1	1	1	1	2	1	1
c1_TESK2	1	1	1	1	1	1	2	1	1
c1_TJP2	1	1	1	1	1	1	2	1	1
c1_TMEM100	1	1	1	1	1	1	2	1	1
c1_TMEM179	1	1	1	1	1	1	2	1	1
c1_TMEM44	1	1	1	1	1	1	2	1	1
c1_TMEM72	1	1	1	1	1	1	2	1	1
c1_TMSB15A	1	1	1	1	1	1	2	1	1
c1_TNFSF15	1	1	1	1	1	1	2	1	1
c1_TPH1	1	1	1	1	1	1	2	1	1
c1_TPRG1-AS1	1	1	1	1	1	1	2	1	1
c1_TRIM31	1	1	1	1	1	1	2	1	1
c1_TRPV3	1	1	1	1	1	1	2	1	1
c1_TSC22D1-AS1	1	1	1	1	1	1	2	1	1
c1_TTC13	1	1	1	1	1	1	2	1	1
c1_U62317.3	1	1	1	1	1	1	2	1	1
c1_VCX3B	1	1	1	1	1	1	2	1	1
c1_WDR72	1	1	1	1	1	1	2	1	1
c1_WNT11	1	1	1	1	1	1	2	1	1
c1_YPEL1	1	1	1	1	1	1	2	1	1
c1_ZBTB9	1	1	1	1	1	1	2	1	1
c1_ZDHHC13	1	1	1	1	1	1	2	1	1
c1_ZNF114	1	1	1	1	1	1	2	1	1
c1_ZNF410	1	1	1	1	1	1	2	1	1
c1_ZNF443	1	1	1	1	1	1	2	1	1
c1_ZNF595	1	1	1	1	1	1	2	1	1
c1_ZNF782	1	1	1	1	1	1	2	1	1
c1_ZNF845	1	1	1	1	1	1	2	1	1
c1_ZNF860	1	1	1	1	1	1	2	1	1
DUMMY53	-100	-100	-100	-100	-100	-100	-100	-100	-100
c1_AC002398.1	1	1	1	1	1	2	1	1	1
c1_AC002558.2	1	1	1	1	1	2	1	1	1
c1_AC003985.2	1	1	1	1	1	2	1	1	1
c1_AC004264.1	1	1	1	1	1	2	1	1	1
c1_AC004817.3	1	1	1	1	1	2	1	1	1
c1_AC004824.1	1	1	1	1	1	2	1	1	1
c1_AC004922.1	1	1	1	1	1	2	1	1	1
c1_AC004923.4	1	1	1	1	1	2	1	1	1
c1_AC005005.3	1	1	1	1	1	2	1	1	1
c1_AC005277.2	1	1	1	1	1	2	1	1	1
c1_AC005329.2	1	1	1	1	1	2	1	1	1
c1_AC005537.1	1	1	1	1	1	2	1	1	1
c1_AC006064.3	1	1	1	1	1	2	1	1	1
c1_AC006111.3	1	1	1	1	1	2	1	1	1
c1_AC006252.1	1	1	1	1	1	2	1	1	1
c1_AC006372.1	1	1	1	1	1	2	1	1	1
c1_AC007557.3	1	1	1	1	1	2	1	1	1
c1_AC007563.1	1	1	1	1	1	2	1	1	1
c1_AC007773.1	1	1	1	1	1	2	1	1	1
c1_AC008060.1	1	1	1	1	1	2	1	1	1
c1_AC008147.1	1	1	1	1	1	2	1	1	1
c1_AC008972.2	1	1	1	1	1	2	1	1	1
c1_AC009041.2	1	1	1	1	1	2	1	1	1
c1_AC009110.1	1	1	1	1	1	2	1	1	1
c1_AC009120.3	1	1	1	1	1	2	1	1	1
c1_AC009271.1	1	1	1	1	1	2	1	1	1
c1_AC009336.2	1	1	1	1	1	2	1	1	1
c1_AC009404.1	1	1	1	1	1	2	1	1	1
c1_AC009720.1	1	1	1	1	1	2	1	1	1
c1_AC010273.1	1	1	1	1	1	2	1	1	1
c1_AC010425.1	1	1	1	1	1	2	1	1	1
c1_AC010761.1	1	1	1	1	1	2	1	1	1
c1_AC010997.5	1	1	1	1	1	2	1	1	1
c1_AC011498.4	1	1	1	1	1	2	1	1	1
c1_AC011921.1	1	1	1	1	1	2	1	1	1
c1_AC011997.1	1	1	1	1	1	2	1	1	1
c1_AC012377.1	1	1	1	1	1	2	1	1	1
c1_AC012640.1	1	1	1	1	1	2	1	1	1
c1_AC015813.2	1	1	1	1	1	2	1	1	1
c1_AC015813.3	1	1	1	1	1	2	1	1	1
c1_AC015908.2	1	1	1	1	1	2	1	1	1
c1_AC015969.1	1	1	1	1	1	2	1	1	1
c1_AC016394.1	1	1	1	1	1	2	1	1	1
c1_AC016629.2	1	1	1	1	1	2	1	1	1
c1_AC016831.1	1	1	1	1	1	2	1	1	1
c1_AC017033.1	1	1	1	1	1	2	1	1	1
c1_AC017083.1	1	1	1	1	1	2	1	1	1
c1_AC017104.3	1	1	1	1	1	2	1	1	1
c1_AC020915.5	1	1	1	1	1	2	1	1	1
c1_AC021016.3	1	1	1	1	1	2	1	1	1
c1_AC021683.2	1	1	1	1	1	2	1	1	1
c1_AC021683.3	1	1	1	1	1	2	1	1	1
c1_AC022031.1	1	1	1	1	1	2	1	1	1
c1_AC022146.2	1	1	1	1	1	2	1	1	1
c1_AC023908.3	1	1	1	1	1	2	1	1	1
c1_AC024270.2	1	1	1	1	1	2	1	1	1
c1_AC024475.1	1	1	1	1	1	2	1	1	1
c1_AC024581.1	1	1	1	1	1	2	1	1	1
c1_AC027607.1	1	1	1	1	1	2	1	1	1
c1_AC034195.1	1	1	1	1	1	2	1	1	1
c1_AC037487.2	1	1	1	1	1	2	1	1	1
c1_AC061975.7	1	1	1	1	1	2	1	1	1
c1_AC064807.1	1	1	1	1	1	2	1	1	1
c1_AC068057.1	1	1	1	1	1	2	1	1	1
c1_AC069281.1	1	1	1	1	1	2	1	1	1
c1_AC073569.1	1	1	1	1	1	2	1	1	1
c1_AC073641.1	1	1	1	1	1	2	1	1	1
c1_AC079328.2	1	1	1	1	1	2	1	1	1
c1_AC083841.1	1	1	1	1	1	2	1	1	1
c1_AC083843.3	1	1	1	1	1	2	1	1	1
c1_AC084018.1	1	1	1	1	1	2	1	1	1
c1_AC087289.4	1	1	1	1	1	2	1	1	1
c1_AC089983.1	1	1	1	1	1	2	1	1	1
c1_AC090001.1	1	1	1	1	1	2	1	1	1
c1_AC090617.3	1	1	1	1	1	2	1	1	1
c1_AC090970.2	1	1	1	1	1	2	1	1	1
c1_AC091057.2	1	1	1	1	1	2	1	1	1
c1_AC091138.1	1	1	1	1	1	2	1	1	1
c1_AC092112.1	1	1	1	1	1	2	1	1	1
c1_AC092287.1	1	1	1	1	1	2	1	1	1
c1_AC092667.1	1	1	1	1	1	2	1	1	1
c1_AC093799.1	1	1	1	1	1	2	1	1	1
c1_AC095033.1	1	1	1	1	1	2	1	1	1
c1_AC095060.1	1	1	1	1	1	2	1	1	1
c1_AC097534.1	1	1	1	1	1	2	1	1	1
c1_AC097634.3	1	1	1	1	1	2	1	1	1
c1_AC097724.1	1	1	1	1	1	2	1	1	1
c1_AC098484.3	1	1	1	1	1	2	1	1	1
c1_AC103563.7	1	1	1	1	1	2	1	1	1
c1_AC103702.2	1	1	1	1	1	2	1	1	1
c1_AC103957.2	1	1	1	1	1	2	1	1	1
c1_AC104170.2	1	1	1	1	1	2	1	1	1
c1_AC104316.2	1	1	1	1	1	2	1	1	1
c1_AC104596.1	1	1	1	1	1	2	1	1	1
c1_AC104695.2	1	1	1	1	1	2	1	1	1
c1_AC105020.1	1	1	1	1	1	2	1	1	1
c1_AC105094.2	1	1	1	1	1	2	1	1	1
c1_AC105460.2	1	1	1	1	1	2	1	1	1
c1_AC106798.1	1	1	1	1	1	2	1	1	1
c1_AC106799.3	1	1	1	1	1	2	1	1	1
c1_AC107959.4	1	1	1	1	1	2	1	1	1
c1_AC108488.1	1	1	1	1	1	2	1	1	1
c1_AC108863.1	1	1	1	1	1	2	1	1	1
c1_AC110285.2	1	1	1	1	1	2	1	1	1
c1_AC110285.6	1	1	1	1	1	2	1	1	1
c1_AC112250.2	1	1	1	1	1	2	1	1	1
c1_AC113404.1	1	1	1	1	1	2	1	1	1
c1_AC116366.1	1	1	1	1	1	2	1	1	1
c1_AC126175.1	1	1	1	1	1	2	1	1	1
c1_AC126773.2	1	1	1	1	1	2	1	1	1
c1_AC129507.4	1	1	1	1	1	2	1	1	1
c1_AC131097.2	1	1	1	1	1	2	1	1	1
c1_AC131971.1	1	1	1	1	1	2	1	1	1
c1_AC145207.6	1	1	1	1	1	2	1	1	1
c1_AC239585.2	1	1	1	1	1	2	1	1	1
c1_AC239803.1	1	1	1	1	1	2	1	1	1
c1_AC243654.1	1	1	1	1	1	2	1	1	1
c1_AC243830.1	1	1	1	1	1	2	1	1	1
c1_AC243964.2	1	1	1	1	1	2	1	1	1
c1_AC244197.2	1	1	1	1	1	2	1	1	1
c1_AC245052.7	1	1	1	1	1	2	1	1	1
c1_ACADL	1	1	1	1	1	2	1	1	1
c1_ACP5	1	1	1	1	1	2	1	1	1
c1_ACSBG1	1	1	1	1	1	2	1	1	1
c1_ACTN1-AS1	1	1	1	1	1	2	1	1	1
c1_ACTN2	1	1	1	1	1	2	1	1	1
c1_ADA2	1	1	1	1	1	2	1	1	1
c1_ADCYAP1R1	1	1	1	1	1	2	1	1	1
c1_ADGRD1	1	1	1	1	1	2	1	1	1
c1_ADGRE5	1	1	1	1	1	2	1	1	1
c1_AJ239322.1	1	1	1	1	1	2	1	1	1
c1_AL031432.5	1	1	1	1	1	2	1	1	1
c1_AL033527.5	1	1	1	1	1	2	1	1	1
c1_AL096865.1	1	1	1	1	1	2	1	1	1
c1_AL110115.2	1	1	1	1	1	2	1	1	1
c1_AL121787.1	1	1	1	1	1	2	1	1	1
c1_AL121809.1	1	1	1	1	1	2	1	1	1
c1_AL133343.2	1	1	1	1	1	2	1	1	1
c1_AL133370.1	1	1	1	1	1	2	1	1	1
c1_AL133415.1	1	1	1	1	1	2	1	1	1
c1_AL137002.2	1	1	1	1	1	2	1	1	1
c1_AL137246.2	1	1	1	1	1	2	1	1	1
c1_AL138921.1	1	1	1	1	1	2	1	1	1
c1_AL138995.1	1	1	1	1	1	2	1	1	1
c1_AL139289.2	1	1	1	1	1	2	1	1	1
c1_AL139317.3	1	1	1	1	1	2	1	1	1
c1_AL139412.1	1	1	1	1	1	2	1	1	1
c1_AL162741.1	1	1	1	1	1	2	1	1	1
c1_AL354861.3	1	1	1	1	1	2	1	1	1
c1_AL354977.1	1	1	1	1	1	2	1	1	1
c1_AL359091.1	1	1	1	1	1	2	1	1	1
c1_AL359232.1	1	1	1	1	1	2	1	1	1
c1_AL359644.1	1	1	1	1	1	2	1	1	1
c1_AL365181.4	1	1	1	1	1	2	1	1	1
c1_AL365259.1	1	1	1	1	1	2	1	1	1
c1_AL390037.1	1	1	1	1	1	2	1	1	1
c1_AL445307.1	1	1	1	1	1	2	1	1	1
c1_AL450306.1	1	1	1	1	1	2	1	1	1
c1_AL451069.1	1	1	1	1	1	2	1	1	1
c1_AL592166.1	1	1	1	1	1	2	1	1	1
c1_AL662796.1	1	1	1	1	1	2	1	1	1
c1_AL683807.2	1	1	1	1	1	2	1	1	1
c1_AL731569.1	1	1	1	1	1	2	1	1	1
c1_ALDH3A1	1	1	1	1	1	2	1	1	1
c1_ALOX5	1	1	1	1	1	2	1	1	1
c1_ALPK1	1	1	1	1	1	2	1	1	1
c1_ALPL	1	1	1	1	1	2	1	1	1
c1_AMIGO3	1	1	1	1	1	2	1	1	1
c1_ANKRD20A3	1	1	1	1	1	2	1	1	1
c1_AP000866.1	1	1	1	1	1	2	1	1	1
c1_AP001266.1	1	1	1	1	1	2	1	1	1
c1_AP001318.2	1	1	1	1	1	2	1	1	1
c1_AP001439.1	1	1	1	1	1	2	1	1	1
c1_AP001596.1	1	1	1	1	1	2	1	1	1
c1_AP001626.1	1	1	1	1	1	2	1	1	1
c1_AP001830.1	1	1	1	1	1	2	1	1	1
c1_AP002409.1	1	1	1	1	1	2	1	1	1
c1_AP002907.1	1	1	1	1	1	2	1	1	1
c1_AP003108.2	1	1	1	1	1	2	1	1	1
c1_AP005329.1	1	1	1	1	1	2	1	1	1
c1_APLN	1	1	1	1	1	2	1	1	1
c1_APLNR	1	1	1	1	1	2	1	1	1
c1_APOBEC3H	1	1	1	1	1	2	1	1	1
c1_APOL3	1	1	1	1	1	2	1	1	1
c1_AQP10	1	1	1	1	1	2	1	1	1
c1_ARAP3	1	1	1	1	1	2	1	1	1
c1_ARHGAP20	1	1	1	1	1	2	1	1	1
c1_ARHGAP25	1	1	1	1	1	2	1	1	1
c1_ARHGEF25	1	1	1	1	1	2	1	1	1
c1_ARL5C	1	1	1	1	1	2	1	1	1
c1_AS3MT	1	1	1	1	1	2	1	1	1
c1_ASCL5	1	1	1	1	1	2	1	1	1
c1_ASNS	1	1	1	1	1	2	1	1	1
c1_ASPG	1	1	1	1	1	2	1	1	1
c1_ASS1	1	1	1	1	1	2	1	1	1
c1_ATP6V1B1-AS1	1	1	1	1	1	2	1	1	1
c1_AURKC	1	1	1	1	1	2	1	1	1
c1_B4GALNT3	1	1	1	1	1	2	1	1	1
c1_BAALC-AS2	1	1	1	1	1	2	1	1	1
c1_BAIAP2L1	1	1	1	1	1	2	1	1	1
c1_BANK1	1	1	1	1	1	2	1	1	1
c1_BCL2L11	1	1	1	1	1	2	1	1	1
c1_BCR	1	1	1	1	1	2	1	1	1
c1_BEND5	1	1	1	1	1	2	1	1	1
c1_BHMT2	1	1	1	1	1	2	1	1	1
c1_BLID	1	1	1	1	1	2	1	1	1
c1_BX323043.1	1	1	1	1	1	2	1	1	1
c1_C12orf77	1	1	1	1	1	2	1	1	1
c1_C17orf49	1	1	1	1	1	2	1	1	1
c1_C19orf66	1	1	1	1	1	2	1	1	1
c1_C1QL4	1	1	1	1	1	2	1	1	1
c1_C1QTNF9	1	1	1	1	1	2	1	1	1
c1_C3orf20	1	1	1	1	1	2	1	1	1
c1_C8orf88	1	1	1	1	1	2	1	1	1
c1_C9orf153	1	1	1	1	1	2	1	1	1
c1_CA3-AS1	1	1	1	1	1	2	1	1	1
c1_CA8	1	1	1	1	1	2	1	1	1
c1_CALB2	1	1	1	1	1	2	1	1	1
c1_CAMK2N1	1	1	1	1	1	2	1	1	1
c1_CAMKV	1	1	1	1	1	2	1	1	1
c1_CAPN3	1	1	1	1	1	2	1	1	1
c1_CAPN5	1	1	1	1	1	2	1	1	1
c1_CARD10	1	1	1	1	1	2	1	1	1
c1_CASP1	1	1	1	1	1	2	1	1	1
c1_CBSL	1	1	1	1	1	2	1	1	1
c1_CCDC136	1	1	1	1	1	2	1	1	1
c1_CCDC152	1	1	1	1	1	2	1	1	1
c1_CCDC163	1	1	1	1	1	2	1	1	1
c1_CCDC184	1	1	1	1	1	2	1	1	1
c1_CCDC192	1	1	1	1	1	2	1	1	1
c1_CCDC33	1	1	1	1	1	2	1	1	1
c1_CCDC89	1	1	1	1	1	2	1	1	1
c1_CCL4	1	1	1	1	1	2	1	1	1
c1_CCR7	1	1	1	1	1	2	1	1	1
c1_CD74	1	1	1	1	1	2	1	1	1
c1_CD79A	1	1	1	1	1	2	1	1	1
c1_CEBPA-DT	1	1	1	1	1	2	1	1	1
c1_CHAC1	1	1	1	1	1	2	1	1	1
c1_CLSTN3	1	1	1	1	1	2	1	1	1
c1_CNGA3	1	1	1	1	1	2	1	1	1
c1_CNPY1	1	1	1	1	1	2	1	1	1
c1_CNTFR	1	1	1	1	1	2	1	1	1
c1_COL14A1	1	1	1	1	1	2	1	1	1
c1_CORO2B	1	1	1	1	1	2	1	1	1
c1_CORO7	1	1	1	1	1	2	1	1	1
c1_COX4I2	1	1	1	1	1	2	1	1	1
c1_CPED1	1	1	1	1	1	2	1	1	1
c1_CR381653.1	1	1	1	1	1	2	1	1	1
c1_CREB3L1	1	1	1	1	1	2	1	1	1
c1_CRYGC	1	1	1	1	1	2	1	1	1
c1_CRYGD	1	1	1	1	1	2	1	1	1
c1_CRYGN	1	1	1	1	1	2	1	1	1
c1_CSF2RA	1	1	1	1	1	2	1	1	1
c1_CSTF3-DT	1	1	1	1	1	2	1	1	1
c1_CTH	1	1	1	1	1	2	1	1	1
c1_CXCL11	1	1	1	1	1	2	1	1	1
c1_CXCL17	1	1	1	1	1	2	1	1	1
c1_CXCR4	1	1	1	1	1	2	1	1	1
c1_DACH1	1	1	1	1	1	2	1	1	1
c1_DCUN1D2-AS	1	1	1	1	1	2	1	1	1
c1_DDIT4-AS1	1	1	1	1	1	2	1	1	1
c1_DDIT4L	1	1	1	1	1	2	1	1	1
c1_DES	1	1	1	1	1	2	1	1	1
c1_DHRS2	1	1	1	1	1	2	1	1	1
c1_DIO3	1	1	1	1	1	2	1	1	1
c1_DKK1	1	1	1	1	1	2	1	1	1
c1_DLK1	1	1	1	1	1	2	1	1	1
c1_DNLZ	1	1	1	1	1	2	1	1	1
c1_DOCK2	1	1	1	1	1	2	1	1	1
c1_DPF3	1	1	1	1	1	2	1	1	1
c1_DPPA3	1	1	1	1	1	2	1	1	1
c1_DSG3	1	1	1	1	1	2	1	1	1
c1_DUSP4	1	1	1	1	1	2	1	1	1
c1_ECM1	1	1	1	1	1	2	1	1	1
c1_EDN2	1	1	1	1	1	2	1	1	1
c1_EID3	1	1	1	1	1	2	1	1	1
c1_ELL3	1	1	1	1	1	2	1	1	1
c1_ELN	1	1	1	1	1	2	1	1	1
c1_ELOVL6	1	1	1	1	1	2	1	1	1
c1_ELSPBP1	1	1	1	1	1	2	1	1	1
c1_EMID1	1	1	1	1	1	2	1	1	1
c1_EMILIN1	1	1	1	1	1	2	1	1	1
c1_EMX1	1	1	1	1	1	2	1	1	1
c1_ENG	1	1	1	1	1	2	1	1	1
c1_ENO3	1	1	1	1	1	2	1	1	1
c1_EPHA6	1	1	1	1	1	2	1	1	1
c1_ERICH2	1	1	1	1	1	2	1	1	1
c1_ETNK2	1	1	1	1	1	2	1	1	1
c1_EXOC3L2	1	1	1	1	1	2	1	1	1
c1_EXOG	1	1	1	1	1	2	1	1	1
c1_FADS3	1	1	1	1	1	2	1	1	1
c1_FAM167B	1	1	1	1	1	2	1	1	1
c1_FAM186B	1	1	1	1	1	2	1	1	1
c1_FAM19A3	1	1	1	1	1	2	1	1	1
c1_FAM241B	1	1	1	1	1	2	1	1	1
c1_FAM83E	1	1	1	1	1	2	1	1	1
c1_FAM84A	1	1	1	1	1	2	1	1	1
c1_FAM90A1	1	1	1	1	1	2	1	1	1
c1_FASTKD1	1	1	1	1	1	2	1	1	1
c1_FBXO17	1	1	1	1	1	2	1	1	1
c1_FBXW12	1	1	1	1	1	2	1	1	1
c1_FNDC5	1	1	1	1	1	2	1	1	1
c1_FOXD4L6	1	1	1	1	1	2	1	1	1
c1_FOXI3	1	1	1	1	1	2	1	1	1
c1_FOXL1	1	1	1	1	1	2	1	1	1
c1_FTCD	1	1	1	1	1	2	1	1	1
c1_FUT5	1	1	1	1	1	2	1	1	1
c1_GABRA2	1	1	1	1	1	2	1	1	1
c1_GABRD	1	1	1	1	1	2	1	1	1
c1_GADD45G	1	1	1	1	1	2	1	1	1
c1_GBX2	1	1	1	1	1	2	1	1	1
c1_GCNT7	1	1	1	1	1	2	1	1	1
c1_GJB7	1	1	1	1	1	2	1	1	1
c1_GJC2	1	1	1	1	1	2	1	1	1
c1_GLI2	1	1	1	1	1	2	1	1	1
c1_GMDS	1	1	1	1	1	2	1	1	1
c1_GNGT1	1	1	1	1	1	2	1	1	1
c1_GPR18	1	1	1	1	1	2	1	1	1
c1_GREB1	1	1	1	1	1	2	1	1	1
c1_GRIP2	1	1	1	1	1	2	1	1	1
c1_GSTO2	1	1	1	1	1	2	1	1	1
c1_GUCA1A	1	1	1	1	1	2	1	1	1
c1_H1F0	1	1	1	1	1	2	1	1	1
c1_H3F3C	1	1	1	1	1	2	1	1	1
c1_HAGLR	1	1	1	1	1	2	1	1	1
c1_HAGLROS	1	1	1	1	1	2	1	1	1
c1_HAP1	1	1	1	1	1	2	1	1	1
c1_HCRT	1	1	1	1	1	2	1	1	1
c1_HDHD5-AS1	1	1	1	1	1	2	1	1	1
c1_HIF1A-AS1	1	1	1	1	1	2	1	1	1
c1_HIST1H2AB	1	1	1	1	1	2	1	1	1
c1_HLA-DQB1	1	1	1	1	1	2	1	1	1
c1_HLA-DRB1	1	1	1	1	1	2	1	1	1
c1_HMOX1	1	1	1	1	1	2	1	1	1
c1_HOXA10	1	1	1	1	1	2	1	1	1
c1_HOXA10-AS	1	1	1	1	1	2	1	1	1
c1_HOXA6	1	1	1	1	1	2	1	1	1
c1_HOXA9	1	1	1	1	1	2	1	1	1
c1_HOXC-AS1	1	1	1	1	1	2	1	1	1
c1_HOXC10	1	1	1	1	1	2	1	1	1
c1_HOXC6	1	1	1	1	1	2	1	1	1
c1_HOXC9	1	1	1	1	1	2	1	1	1
c1_HOXD8	1	1	1	1	1	2	1	1	1
c1_HPN	1	1	1	1	1	2	1	1	1
c1_IDH3A	1	1	1	1	1	2	1	1	1
c1_IL11	1	1	1	1	1	2	1	1	1
c1_IL17RD	1	1	1	1	1	2	1	1	1
c1_IL1A	1	1	1	1	1	2	1	1	1
c1_IL27RA	1	1	1	1	1	2	1	1	1
c1_ITPK1	1	1	1	1	1	2	1	1	1
c1_KCNA3	1	1	1	1	1	2	1	1	1
c1_KCNA7	1	1	1	1	1	2	1	1	1
c1_KCNJ10	1	1	1	1	1	2	1	1	1
c1_KCNK12	1	1	1	1	1	2	1	1	1
c1_KCNQ1-AS1	1	1	1	1	1	2	1	1	1
c1_KCNQ1DN	1	1	1	1	1	2	1	1	1
c1_KCNQ2	1	1	1	1	1	2	1	1	1
c1_KF459542.1	1	1	1	1	1	2	1	1	1
c1_KLF15	1	1	1	1	1	2	1	1	1
c1_KLRC2	1	1	1	1	1	2	1	1	1
c1_KRTAP5-7	1	1	1	1	1	2	1	1	1
c1_LAIR1	1	1	1	1	1	2	1	1	1
c1_LAMC3	1	1	1	1	1	2	1	1	1
c1_LAMP5	1	1	1	1	1	2	1	1	1
c1_LBP	1	1	1	1	1	2	1	1	1
c1_LCN1	1	1	1	1	1	2	1	1	1
c1_LCN15	1	1	1	1	1	2	1	1	1
c1_LCP2	1	1	1	1	1	2	1	1	1
c1_LINC00102	1	1	1	1	1	2	1	1	1
c1_LINC00237	1	1	1	1	1	2	1	1	1
c1_LINC00891	1	1	1	1	1	2	1	1	1
c1_LINC00940	1	1	1	1	1	2	1	1	1
c1_LINC00954	1	1	1	1	1	2	1	1	1
c1_LINC00964	1	1	1	1	1	2	1	1	1
c1_LINC01030	1	1	1	1	1	2	1	1	1
c1_LINC01068	1	1	1	1	1	2	1	1	1
c1_LINC01114	1	1	1	1	1	2	1	1	1
c1_LINC01116	1	1	1	1	1	2	1	1	1
c1_LINC01126	1	1	1	1	1	2	1	1	1
c1_LINC01173	1	1	1	1	1	2	1	1	1
c1_LINC01351	1	1	1	1	1	2	1	1	1
c1_LINC01481	1	1	1	1	1	2	1	1	1
c1_LINC01492	1	1	1	1	1	2	1	1	1
c1_LINC01503	1	1	1	1	1	2	1	1	1
c1_LINC01630	1	1	1	1	1	2	1	1	1
c1_LINC01637	1	1	1	1	1	2	1	1	1
c1_LINC01748	1	1	1	1	1	2	1	1	1
c1_LINC01770	1	1	1	1	1	2	1	1	1
c1_LINC01807	1	1	1	1	1	2	1	1	1
c1_LINC01816	1	1	1	1	1	2	1	1	1
c1_LINC01905	1	1	1	1	1	2	1	1	1
c1_LINC01978	1	1	1	1	1	2	1	1	1
c1_LINC02078	1	1	1	1	1	2	1	1	1
c1_LINC02253	1	1	1	1	1	2	1	1	1
c1_LINC02356	1	1	1	1	1	2	1	1	1
c1_LINC02387	1	1	1	1	1	2	1	1	1
c1_LINC02388	1	1	1	1	1	2	1	1	1
c1_LINC02525	1	1	1	1	1	2	1	1	1
c1_LINC02538	1	1	1	1	1	2	1	1	1
c1_LINC02542	1	1	1	1	1	2	1	1	1
c1_LINC02560	1	1	1	1	1	2	1	1	1
c1_LINC02575	1	1	1	1	1	2	1	1	1
c1_LINC02580	1	1	1	1	1	2	1	1	1
c1_LIPE	1	1	1	1	1	2	1	1	1
c1_LIX1	1	1	1	1	1	2	1	1	1
c1_LPAR5	1	1	1	1	1	2	1	1	1
c1_LRCOL1	1	1	1	1	1	2	1	1	1
c1_LRRC75B	1	1	1	1	1	2	1	1	1
c1_LRRC8C-DT	1	1	1	1	1	2	1	1	1
c1_LST1	1	1	1	1	1	2	1	1	1
c1_LURAP1	1	1	1	1	1	2	1	1	1
c1_LYNX1-SLURP2	1	1	1	1	1	2	1	1	1
c1_MAEL	1	1	1	1	1	2	1	1	1
c1_MAP1LC3C	1	1	1	1	1	2	1	1	1
c1_MATN1-AS1	1	1	1	1	1	2	1	1	1
c1_MB	1	1	1	1	1	2	1	1	1
c1_METAP1	1	1	1	1	1	2	1	1	1
c1_MFHAS1	1	1	1	1	1	2	1	1	1
c1_MIAT	1	1	1	1	1	2	1	1	1
c1_MIIP	1	1	1	1	1	2	1	1	1
c1_MIOX	1	1	1	1	1	2	1	1	1
c1_MIR222HG	1	1	1	1	1	2	1	1	1
c1_MIR670HG	1	1	1	1	1	2	1	1	1
c1_MN1	1	1	1	1	1	2	1	1	1
c1_MPPED1	1	1	1	1	1	2	1	1	1
c1_MUC6	1	1	1	1	1	2	1	1	1
c1_MYCBPAP	1	1	1	1	1	2	1	1	1
c1_MYCN	1	1	1	1	1	2	1	1	1
c1_MYCNOS	1	1	1	1	1	2	1	1	1
c1_MYMX	1	1	1	1	1	2	1	1	1
c1_MYOM2	1	1	1	1	1	2	1	1	1
c1_MYOM3	1	1	1	1	1	2	1	1	1
c1_MYOZ1	1	1	1	1	1	2	1	1	1
c1_MYOZ2	1	1	1	1	1	2	1	1	1
c1_NAALADL1	1	1	1	1	1	2	1	1	1
c1_NAT2	1	1	1	1	1	2	1	1	1
c1_NBPF3	1	1	1	1	1	2	1	1	1
c1_NCF1	1	1	1	1	1	2	1	1	1
c1_NDP	1	1	1	1	1	2	1	1	1
c1_NECAB1	1	1	1	1	1	2	1	1	1
