Gene	c2	c4	c3	Anc3	Anc2	c1	c5	Anc4	Anc1
c1_UBA7	1	1	1	1	1	2	2	2	1
c1_AC007128.1	1	1	1	1	1	2	2	2	1
c1_FNIP2	1	1	1	1	1	2	2	2	1
c1_WDCP	1	1	1	1	1	2	2	2	1
c1_ZNF736	1	1	1	1	1	2	2	2	1
c1_AL162231.2	1	1	1	1	1	2	2	2	1
c1_NRN1L	1	1	1	1	1	2	2	2	1
c1_CARD11	1	1	1	1	1	2	2	2	1
c1_MYLK2	1	1	1	1	1	2	2	2	1
c1_CAMK2A	1	1	1	1	1	2	2	2	1
c1_GGT1	1	1	1	1	1	2	2	2	1
c1_ZNF66	1	1	1	1	1	2	2	2	1
c1_ZBTB20-AS4	1	1	1	1	1	2	2	2	1
c1_GAREM2	1	1	1	1	1	2	2	2	1
c1_MTFP1	1	1	1	1	1	2	2	2	1
c1_AC002116.2	1	1	1	1	1	2	2	2	1
c1_LINC01659	1	1	1	1	1	2	2	2	1
c1_ARL4D	1	1	1	1	1	2	2	2	1
c1_LINC01152	1	1	1	1	1	2	2	2	1
c1_AP000787.1	1	1	1	1	1	2	2	2	1
c1_LINC00939	1	1	1	1	1	2	2	2	1
c1_AP000251.1	1	1	1	1	1	2	2	2	1
DUMMY56	-100	-100	-100	-100	-100	-100	-100	-100	-100
c1_ACOT11	1	1	1	1	1	2	2	2	2
c1_SLC26A6	1	1	1	1	1	2	2	2	2
c1_COL11A1	1	1	1	1	1	2	2	2	2
c1_SLC9C1	1	1	1	1	1	2	2	2	2
c1_ASRGL1	1	1	1	1	1	2	2	2	2
c1_PRPS2	1	1	1	1	1	2	2	2	2
c1_PCOLCE	1	1	1	1	1	2	2	2	2
c1_MFSD2A	1	1	1	1	1	2	2	2	2
c1_HAAO	1	1	1	1	1	2	2	2	2
c1_HLA-DPB1	1	1	1	1	1	2	2	2	2
c1_JADE3	1	1	1	1	1	2	2	2	2
c1_AL117335.1	1	1	1	1	1	2	2	2	2
c1_THBS4	1	1	1	1	1	2	2	2	2
c1_TEDC2	1	1	1	1	1	2	2	2	2
c1_AL022323.3	1	1	1	1	1	2	2	2	2
c1_PTER	1	1	1	1	1	2	2	2	2
c1_CHAC2	1	1	1	1	1	2	2	2	2
c1_FAM169A	1	1	1	1	1	2	2	2	2
c1_ZNF519	1	1	1	1	1	2	2	2	2
c1_ZNF273	1	1	1	1	1	2	2	2	2
c1_ETV4	1	1	1	1	1	2	2	2	2
c1_GNAS-AS1	1	1	1	1	1	2	2	2	2
c1_ZNF738	1	1	1	1	1	2	2	2	2
c1_ZNF620	1	1	1	1	1	2	2	2	2
c1_GLCCI1	1	1	1	1	1	2	2	2	2
DUMMY57	-100	-100	-100	-100	-100	-100	-100	-100	-100
c1_AC009654.1	3	3	3	3	3	2	2	2	3
c1_SCP2	3	3	3	3	3	2	2	2	3
c1_HIST1H3H	3	3	3	3	3	2	2	2	3
c1_C16orf89	3	3	3	3	3	2	2	2	3
c1_NME5	3	3	3	3	3	2	2	2	3
c1_HIST1H2BJ	3	3	3	3	3	2	2	2	3
c1_IQANK1	3	3	3	3	3	2	2	2	3
c1_CYSTM1	3	3	3	3	3	2	2	2	3
c1_TOM1L1	3	3	3	3	3	2	2	2	3
c1_TTC29	3	3	3	3	3	2	2	2	3
c1_DAPK3	3	3	3	3	3	2	2	2	3
c1_HERC6	3	3	3	3	3	2	2	2	3
c1_AP003393.1	3	3	3	3	3	2	2	2	3
c1_LINC02166	3	3	3	3	3	2	2	2	3
c1_LDB2	3	3	3	3	3	2	2	2	3
c1_ANKRD42	3	3	3	3	3	2	2	2	3
c1_IFI44	3	3	3	3	3	2	2	2	3
c1_TMEM43	3	3	3	3	3	2	2	2	3
c1_AGBL2	3	3	3	3	3	2	2	2	3
c1_IFT46	3	3	3	3	3	2	2	2	3
c1_JHY	3	3	3	3	3	2	2	2	3
c1_NEK5	3	3	3	3	3	2	2	2	3
c1_C12orf75	3	3	3	3	3	2	2	2	3
c1_LAMTOR1	3	3	3	3	3	2	2	2	3
c1_SMPD2	3	3	3	3	3	2	2	2	3
c1_ACAP1	3	3	3	3	3	2	2	2	3
c1_LDLRAD4	3	3	3	3	3	2	2	2	3
c1_TMEM150A	3	3	3	3	3	2	2	2	3
c1_CXCL12	3	3	3	3	3	2	2	2	3
c1_ERICH6-AS1	3	3	3	3	3	2	2	2	3
c1_ZDHHC1	3	3	3	3	3	2	2	2	3
c1_VWA3B	3	3	3	3	3	2	2	2	3
c1_AL021392.1	3	3	3	3	3	2	2	2	3
c1_SPACA9	3	3	3	3	3	2	2	2	3
c1_COMT	3	3	3	3	3	2	2	2	3
c1_C17orf97	3	3	3	3	3	2	2	2	3
c1_OCA2	3	3	3	3	3	2	2	2	3
c1_NHLRC4	3	3	3	3	3	2	2	2	3
c1_AC021739.2	3	3	3	3	3	2	2	2	3
c1_SOX21-AS1	3	3	3	3	3	2	2	2	3
c1_COL3A1	3	3	3	3	3	2	2	2	3
c1_PTRH1	3	3	3	3	3	2	2	2	3
c1_YIF1A	3	3	3	3	3	2	2	2	3
c1_FAM166B	3	3	3	3	3	2	2	2	3
c1_SMCO3	3	3	3	3	3	2	2	2	3
c1_AC027307.2	3	3	3	3	3	2	2	2	3
c1_SMIM5	3	3	3	3	3	2	2	2	3
c1_AC027237.3	3	3	3	3	3	2	2	2	3
c1_RPS13	3	3	3	3	3	2	2	2	3
c1_CFAP57	3	3	3	3	3	2	2	2	3
c1_CFH	3	3	3	3	3	2	2	2	3
c1_SCIN	3	3	3	3	3	2	2	2	3
c1_RHOBTB1	3	3	3	3	3	2	2	2	3
c1_CFAP100	3	3	3	3	3	2	2	2	3
c1_PPIC	3	3	3	3	3	2	2	2	3
c1_AC133794.1	3	3	3	3	3	2	2	2	3
c1_PODN	3	3	3	3	3	2	2	2	3
c1_CCDC47	3	3	3	3	3	2	2	2	3
c1_PACRG	3	3	3	3	3	2	2	2	3
c1_CAV1	3	3	3	3	3	2	2	2	3
c1_LINC01765	3	3	3	3	3	2	2	2	3
c1_BVES	3	3	3	3	3	2	2	2	3
c1_MYL5	3	3	3	3	3	2	2	2	3
c1_B3GALT5-AS1	3	3	3	3	3	2	2	2	3
c1_LMAN2L	3	3	3	3	3	2	2	2	3
c1_ATP1A1	3	3	3	3	3	2	2	2	3
c1_LRRC2	3	3	3	3	3	2	2	2	3
c1_APH1B	3	3	3	3	3	2	2	2	3
DUMMY58	-100	-100	-100	-100	-100	-100	-100	-100	-100
c1_ANKRD45	3	3	3	3	3	2	2	2	2
c1_LEPROT	3	3	3	3	3	2	2	2	2
c1_RDH10	3	3	3	3	3	2	2	2	2
c1_ZNF487	3	3	3	3	3	2	2	2	2
c1_GPR108	3	3	3	3	3	2	2	2	2
c1_HAS2	3	3	3	3	3	2	2	2	2
c1_IFT74	3	3	3	3	3	2	2	2	2
c1_KDELR1	3	3	3	3	3	2	2	2	2
c1_THRB	3	3	3	3	3	2	2	2	2
c1_COPB2	3	3	3	3	3	2	2	2	2
c1_TFG	3	3	3	3	3	2	2	2	2
c1_CHMP2A	3	3	3	3	3	2	2	2	2
c1_SFRP1	3	3	3	3	3	2	2	2	2
c1_CALCRL	3	3	3	3	3	2	2	2	2
c1_RPL18	3	3	3	3	3	2	2	2	2
c1_C2orf73	3	3	3	3	3	2	2	2	2
DUMMY60	-100	-100	-100	-100	-100	-100	-100	-100	-100
c1_AC083805.1	2	2	2	2	2	3	3	3	2
c1_TIMELESS	2	2	2	2	2	3	3	3	2
c1_NKX2-8	2	2	2	2	2	3	3	3	2
c1_CCNB1	2	2	2	2	2	3	3	3	2
c1_NR3C1	2	2	2	2	2	3	3	3	2
c1_FAM89A	2	2	2	2	2	3	3	3	2
c1_RPA1	2	2	2	2	2	3	3	3	2
c1_SLC1A5	2	2	2	2	2	3	3	3	2
c1_FGF1	2	2	2	2	2	3	3	3	2
c1_DAPL1	2	2	2	2	2	3	3	3	2
c1_POLD1	2	2	2	2	2	3	3	3	2
c1_PSMB9	2	2	2	2	2	3	3	3	2
c1_DEK	2	2	2	2	2	3	3	3	2
c1_LINC01426	2	2	2	2	2	3	3	3	2
c1_KATNAL2	2	2	2	2	2	3	3	3	2
c1_ITM2A	2	2	2	2	2	3	3	3	2
c1_ITGB3BP	2	2	2	2	2	3	3	3	2
c1_IGF2BP1	2	2	2	2	2	3	3	3	2
c1_GAL3ST4	2	2	2	2	2	3	3	3	2
c1_TEC	2	2	2	2	2	3	3	3	2
c1_WFIKKN1	2	2	2	2	2	3	3	3	2
c1_GCHFR	2	2	2	2	2	3	3	3	2
c1_IFI16	2	2	2	2	2	3	3	3	2
c1_ARL13B	2	2	2	2	2	3	3	3	2
c1_MXD3	2	2	2	2	2	3	3	3	2
c1_HMGB1	2	2	2	2	2	3	3	3	2
c1_HIST1H2BH	2	2	2	2	2	3	3	3	2
c1_HIST1H2AH	2	2	2	2	2	3	3	3	2
c1_H2AFZ	2	2	2	2	2	3	3	3	2
c1_LINC00598	2	2	2	2	2	3	3	3	2
c1_ALG8	2	2	2	2	2	3	3	3	2
c1_ACTL6A	2	2	2	2	2	3	3	3	2
c1_PDIA5	2	2	2	2	2	3	3	3	2
c1_AC092142.1	2	2	2	2	2	3	3	3	2
c1_CDKN2B-AS1	2	2	2	2	2	3	3	3	2
c1_PAICS	2	2	2	2	2	3	3	3	2
c1_ANLN	2	2	2	2	2	3	3	3	2
c1_MAD2L2	2	2	2	2	2	3	3	3	2
c1_EXOSC8	2	2	2	2	2	3	3	3	2
c1_RFC5	2	2	2	2	2	3	3	3	2
c1_PSTPIP1	2	2	2	2	2	3	3	3	2
c1_DHFR	2	2	2	2	2	3	3	3	2
c1_MT-ND4	2	2	2	2	2	3	3	3	2
c1_MRAP2	2	2	2	2	2	3	3	3	2
c1_AC087482.1	2	2	2	2	2	3	3	3	2
DUMMY61	-100	-100	-100	-100	-100	-100	-100	-100	-100
c1_AC023510.2	3	2	2	2	2	2	2	2	2
c1_RYR1	3	2	2	2	2	2	2	2	2
c1_CCDC13	3	2	2	2	2	2	2	2	2
c1_SLC16A11	3	2	2	2	2	2	2	2	2
c1_CCDC65	3	2	2	2	2	2	2	2	2
c1_SLC40A1	3	2	2	2	2	2	2	2	2
c1_CCDC74B	3	2	2	2	2	2	2	2	2
c1_SLC9C2	3	2	2	2	2	2	2	2	2
c1_MARCH10	3	2	2	2	2	2	2	2	2
c1_LRP2BP	3	2	2	2	2	2	2	2	2
c1_CD164L2	3	2	2	2	2	2	2	2	2
c1_SMOC2	3	2	2	2	2	2	2	2	2
c1_LMNTD1	3	2	2	2	2	2	2	2	2
c1_AC137932.1	3	2	2	2	2	2	2	2	2
c1_TAT-AS1	3	2	2	2	2	2	2	2	2
c1_LINC01508	3	2	2	2	2	2	2	2	2
c1_AL121672.2	3	2	2	2	2	2	2	2	2
c1_ZNF295-AS1	3	2	2	2	2	2	2	2	2
c1_TTC30B	3	2	2	2	2	2	2	2	2
c1_TEX26-AS1	3	2	2	2	2	2	2	2	2
c1_KIF6	3	2	2	2	2	2	2	2	2
c1_CFAP206	3	2	2	2	2	2	2	2	2
c1_TTC25	3	2	2	2	2	2	2	2	2
c1_KIF27	3	2	2	2	2	2	2	2	2
c1_AL121768.1	3	2	2	2	2	2	2	2	2
c1_WDR66	3	2	2	2	2	2	2	2	2
c1_ZBTB20-AS2	3	2	2	2	2	2	2	2	2
c1_DYDC2	3	2	2	2	2	2	2	2	2
c1_IQCH	3	2	2	2	2	2	2	2	2
c1_AC254633.1	3	2	2	2	2	2	2	2	2
c1_VWA5B1	3	2	2	2	2	2	2	2	2
c1_IL16	3	2	2	2	2	2	2	2	2
c1_CHRNA1	3	2	2	2	2	2	2	2	2
c1_TSNAXIP1	3	2	2	2	2	2	2	2	2
c1_CDHR4	3	2	2	2	2	2	2	2	2
c1_SYTL3	3	2	2	2	2	2	2	2	2
c1_MORN3	3	2	2	2	2	2	2	2	2
c1_MYCBP	3	2	2	2	2	2	2	2	2
c1_NR2F2-AS1	3	2	2	2	2	2	2	2	2
c1_NLRX1	3	2	2	2	2	2	2	2	2
c1_AC092802.1	3	2	2	2	2	2	2	2	2
c1_RSPH9	3	2	2	2	2	2	2	2	2
c1_C1orf87	3	2	2	2	2	2	2	2	2
c1_RSPH10B	3	2	2	2	2	2	2	2	2
c1_C1orf141	3	2	2	2	2	2	2	2	2
c1_RSPH10B2	3	2	2	2	2	2	2	2	2
c1_C16orf71	3	2	2	2	2	2	2	2	2
c1_PARP12	3	2	2	2	2	2	2	2	2
c1_ARMC4	3	2	2	2	2	2	2	2	2
DUMMY62	-100	-100	-100	-100	-100	-100	-100	-100	-100
c1_AC002480.3	2	1	1	1	1	1	1	1	1
c1_AC003035.1	2	1	1	1	1	1	1	1	1
c1_AC005523.1	2	1	1	1	1	1	1	1	1
c1_AC005544.2	2	1	1	1	1	1	1	1	1
c1_AC005833.1	2	1	1	1	1	1	1	1	1
c1_AC009065.4	2	1	1	1	1	1	1	1	1
c1_AC009242.1	2	1	1	1	1	1	1	1	1
c1_AC010163.1	2	1	1	1	1	1	1	1	1
c1_AC010524.1	2	1	1	1	1	1	1	1	1
c1_AC010729.1	2	1	1	1	1	1	1	1	1
c1_AC010754.1	2	1	1	1	1	1	1	1	1
c1_AC010884.1	2	1	1	1	1	1	1	1	1
c1_AC011389.1	2	1	1	1	1	1	1	1	1
c1_AC011444.2	2	1	1	1	1	1	1	1	1
c1_AC012360.2	2	1	1	1	1	1	1	1	1
c1_AC012409.3	2	1	1	1	1	1	1	1	1
c1_AC012651.1	2	1	1	1	1	1	1	1	1
c1_AC016597.1	2	1	1	1	1	1	1	1	1
c1_AC017007.5	2	1	1	1	1	1	1	1	1
c1_AC024361.2	2	1	1	1	1	1	1	1	1
c1_AC024933.1	2	1	1	1	1	1	1	1	1
c1_AC026150.1	2	1	1	1	1	1	1	1	1
c1_AC026458.2	2	1	1	1	1	1	1	1	1
c1_AC026464.4	2	1	1	1	1	1	1	1	1
c1_AC026725.1	2	1	1	1	1	1	1	1	1
c1_AC060766.4	2	1	1	1	1	1	1	1	1
c1_AC068768.1	2	1	1	1	1	1	1	1	1
c1_AC073864.1	2	1	1	1	1	1	1	1	1
c1_AC079193.2	2	1	1	1	1	1	1	1	1
c1_AC090531.1	2	1	1	1	1	1	1	1	1
c1_AC091849.2	2	1	1	1	1	1	1	1	1
c1_AC092718.3	2	1	1	1	1	1	1	1	1
c1_AC092718.5	2	1	1	1	1	1	1	1	1
c1_AC097347.1	2	1	1	1	1	1	1	1	1
c1_AC097467.3	2	1	1	1	1	1	1	1	1
c1_AC099518.4	2	1	1	1	1	1	1	1	1
c1_AC100771.2	2	1	1	1	1	1	1	1	1
c1_AC100786.1	2	1	1	1	1	1	1	1	1
c1_AC100830.2	2	1	1	1	1	1	1	1	1
c1_AC104063.1	2	1	1	1	1	1	1	1	1
c1_AC104248.1	2	1	1	1	1	1	1	1	1
c1_AC104794.2	2	1	1	1	1	1	1	1	1
c1_AC106038.1	2	1	1	1	1	1	1	1	1
c1_AC110597.1	2	1	1	1	1	1	1	1	1
c1_AC116351.1	2	1	1	1	1	1	1	1	1
c1_AC117503.1	2	1	1	1	1	1	1	1	1
c1_AC119674.1	2	1	1	1	1	1	1	1	1
c1_AC120498.10	2	1	1	1	1	1	1	1	1
c1_AC121247.1	2	1	1	1	1	1	1	1	1
c1_AC123595.1	2	1	1	1	1	1	1	1	1
c1_AC124319.3	2	1	1	1	1	1	1	1	1
c1_AC131235.3	2	1	1	1	1	1	1	1	1
c1_AC138625.1	2	1	1	1	1	1	1	1	1
c1_AC235565.2	2	1	1	1	1	1	1	1	1
c1_AC244517.4	2	1	1	1	1	1	1	1	1
c1_ACBD3-AS1	2	1	1	1	1	1	1	1	1
c1_ACKR4	2	1	1	1	1	1	1	1	1
c1_AF067845.1	2	1	1	1	1	1	1	1	1
c1_AF111167.2	2	1	1	1	1	1	1	1	1
c1_AFAP1L2	2	1	1	1	1	1	1	1	1
c1_AJ011932.1	2	1	1	1	1	1	1	1	1
c1_AKR1D1	2	1	1	1	1	1	1	1	1
c1_AL021368.1	2	1	1	1	1	1	1	1	1
c1_AL021396.1	2	1	1	1	1	1	1	1	1
c1_AL049775.3	2	1	1	1	1	1	1	1	1
c1_AL109741.1	2	1	1	1	1	1	1	1	1
c1_AL121761.2	2	1	1	1	1	1	1	1	1
c1_AL132639.2	2	1	1	1	1	1	1	1	1
c1_AL133406.2	2	1	1	1	1	1	1	1	1
c1_AL139082.1	2	1	1	1	1	1	1	1	1
c1_AL157392.4	2	1	1	1	1	1	1	1	1
c1_AL158211.2	2	1	1	1	1	1	1	1	1
c1_AL353747.2	2	1	1	1	1	1	1	1	1
c1_AL353747.3	2	1	1	1	1	1	1	1	1
c1_AL354811.1	2	1	1	1	1	1	1	1	1
c1_AL355312.2	2	1	1	1	1	1	1	1	1
c1_AL355432.1	2	1	1	1	1	1	1	1	1
c1_AL356275.1	2	1	1	1	1	1	1	1	1
c1_AL356489.3	2	1	1	1	1	1	1	1	1
c1_AL357093.2	2	1	1	1	1	1	1	1	1
c1_AL357673.2	2	1	1	1	1	1	1	1	1
c1_AL359258.2	2	1	1	1	1	1	1	1	1
c1_AL359317.1	2	1	1	1	1	1	1	1	1
c1_AL442663.3	2	1	1	1	1	1	1	1	1
c1_AL451060.1	2	1	1	1	1	1	1	1	1
c1_AL512638.2	2	1	1	1	1	1	1	1	1
c1_AL513190.1	2	1	1	1	1	1	1	1	1
c1_AL583722.2	2	1	1	1	1	1	1	1	1
c1_AL590006.1	2	1	1	1	1	1	1	1	1
c1_AL590787.1	2	1	1	1	1	1	1	1	1
c1_AL645937.4	2	1	1	1	1	1	1	1	1
c1_AL671710.1	2	1	1	1	1	1	1	1	1
c1_AL672277.1	2	1	1	1	1	1	1	1	1
c1_ANKDD1B	2	1	1	1	1	1	1	1	1
c1_AP000442.2	2	1	1	1	1	1	1	1	1
c1_AP000446.1	2	1	1	1	1	1	1	1	1
c1_AP000911.3	2	1	1	1	1	1	1	1	1
c1_AP001453.4	2	1	1	1	1	1	1	1	1
c1_AP005328.2	2	1	1	1	1	1	1	1	1
c1_APOD	2	1	1	1	1	1	1	1	1
c1_APOL4	2	1	1	1	1	1	1	1	1
c1_ARHGAP4	2	1	1	1	1	1	1	1	1
c1_ASB14	2	1	1	1	1	1	1	1	1
c1_BMP3	2	1	1	1	1	1	1	1	1
c1_BUB1B-PAK6	2	1	1	1	1	1	1	1	1
c1_C3	2	1	1	1	1	1	1	1	1
c1_C4orf36	2	1	1	1	1	1	1	1	1
c1_C6	2	1	1	1	1	1	1	1	1
c1_C6orf52	2	1	1	1	1	1	1	1	1
c1_CACNG1	2	1	1	1	1	1	1	1	1
c1_CAGE1	2	1	1	1	1	1	1	1	1
c1_CALCR	2	1	1	1	1	1	1	1	1
c1_CATSPER3	2	1	1	1	1	1	1	1	1
c1_CFB	2	1	1	1	1	1	1	1	1
c1_CHST5	2	1	1	1	1	1	1	1	1
c1_CKM	2	1	1	1	1	1	1	1	1
c1_CLC	2	1	1	1	1	1	1	1	1
c1_CLIC5	2	1	1	1	1	1	1	1	1
c1_CU633980.1	2	1	1	1	1	1	1	1	1
c1_CYP2J2	2	1	1	1	1	1	1	1	1
c1_DCDC2B	2	1	1	1	1	1	1	1	1
c1_DLEU7	2	1	1	1	1	1	1	1	1
c1_DLX4	2	1	1	1	1	1	1	1	1
c1_DMRTA2	2	1	1	1	1	1	1	1	1
c1_DNAH10	2	1	1	1	1	1	1	1	1
c1_DNAH17	2	1	1	1	1	1	1	1	1
c1_DPH1	2	1	1	1	1	1	1	1	1
c1_DRAIC	2	1	1	1	1	1	1	1	1
c1_DUSP19	2	1	1	1	1	1	1	1	1
c1_DYDC1	2	1	1	1	1	1	1	1	1
c1_ECT2L	2	1	1	1	1	1	1	1	1
c1_FAM237A	2	1	1	1	1	1	1	1	1
c1_FAM72C	2	1	1	1	1	1	1	1	1
c1_FCGR2A	2	1	1	1	1	1	1	1	1
c1_FER1L6	2	1	1	1	1	1	1	1	1
c1_GFI1	2	1	1	1	1	1	1	1	1
c1_GPC5-AS1	2	1	1	1	1	1	1	1	1
c1_HP	2	1	1	1	1	1	1	1	1
c1_HSPB9	2	1	1	1	1	1	1	1	1
c1_HTD2	2	1	1	1	1	1	1	1	1
c1_IL6R-AS1	2	1	1	1	1	1	1	1	1
c1_IRF8	2	1	1	1	1	1	1	1	1
c1_ITGB3	2	1	1	1	1	1	1	1	1
c1_KIF17	2	1	1	1	1	1	1	1	1
c1_KLHL32	2	1	1	1	1	1	1	1	1
c1_KLHL6-AS1	2	1	1	1	1	1	1	1	1
c1_KLRC4	2	1	1	1	1	1	1	1	1
c1_LINC00211	2	1	1	1	1	1	1	1	1
c1_LINC00852	2	1	1	1	1	1	1	1	1
c1_LINC01072	2	1	1	1	1	1	1	1	1
c1_LINC01118	2	1	1	1	1	1	1	1	1
c1_LINC01429	2	1	1	1	1	1	1	1	1
c1_LINC01635	2	1	1	1	1	1	1	1	1
c1_LINC01641	2	1	1	1	1	1	1	1	1
c1_LINC01732	2	1	1	1	1	1	1	1	1
c1_LINC01786	2	1	1	1	1	1	1	1	1
c1_LINC01805	2	1	1	1	1	1	1	1	1
c1_LINC02026	2	1	1	1	1	1	1	1	1
c1_LINC02234	2	1	1	1	1	1	1	1	1
c1_LRMP	2	1	1	1	1	1	1	1	1
c1_LRRIQ3	2	1	1	1	1	1	1	1	1
c1_LZTS1-AS1	2	1	1	1	1	1	1	1	1
c1_MS4A2	2	1	1	1	1	1	1	1	1
c1_MYLK-AS2	2	1	1	1	1	1	1	1	1
c1_MYO3B	2	1	1	1	1	1	1	1	1
c1_MYOM1	2	1	1	1	1	1	1	1	1
c1_NLRP14	2	1	1	1	1	1	1	1	1
c1_NR5A1	2	1	1	1	1	1	1	1	1
c1_OR2J2	2	1	1	1	1	1	1	1	1
c1_PAQR5	2	1	1	1	1	1	1	1	1
c1_PART1	2	1	1	1	1	1	1	1	1
c1_PINK1-AS	2	1	1	1	1	1	1	1	1
c1_PPP1R36	2	1	1	1	1	1	1	1	1
c1_PRR29-AS1	2	1	1	1	1	1	1	1	1
c1_PRRT1	2	1	1	1	1	1	1	1	1
c1_PSAPL1	2	1	1	1	1	1	1	1	1
c1_PTK6	2	1	1	1	1	1	1	1	1
c1_RASSF6	2	1	1	1	1	1	1	1	1
c1_RGPD1	2	1	1	1	1	1	1	1	1
c1_RNF207	2	1	1	1	1	1	1	1	1
c1_RSAD2	2	1	1	1	1	1	1	1	1
c1_RTCA-AS1	2	1	1	1	1	1	1	1	1
c1_SEC16B	2	1	1	1	1	1	1	1	1
c1_SGCA	2	1	1	1	1	1	1	1	1
c1_SLC10A1	2	1	1	1	1	1	1	1	1
c1_SLC30A8	2	1	1	1	1	1	1	1	1
c1_SLC51B	2	1	1	1	1	1	1	1	1
c1_SLX1A	2	1	1	1	1	1	1	1	1
c1_SMN2	2	1	1	1	1	1	1	1	1
c1_SPEM1	2	1	1	1	1	1	1	1	1
c1_TCTE1	2	1	1	1	1	1	1	1	1
c1_TEX22	2	1	1	1	1	1	1	1	1
c1_TF	2	1	1	1	1	1	1	1	1
c1_TMEM132E	2	1	1	1	1	1	1	1	1
c1_TMEM140	2	1	1	1	1	1	1	1	1
c1_TMEM26	2	1	1	1	1	1	1	1	1
c1_TRDN	2	1	1	1	1	1	1	1	1
c1_TRPC5OS	2	1	1	1	1	1	1	1	1
c1_TUSC8	2	1	1	1	1	1	1	1	1
c1_UNC5CL	2	1	1	1	1	1	1	1	1
c1_UROC1	2	1	1	1	1	1	1	1	1
c1_USH2A	2	1	1	1	1	1	1	1	1
c1_USP50	2	1	1	1	1	1	1	1	1
c1_VPS33B-DT	2	1	1	1	1	1	1	1	1
c1_VSIG2	2	1	1	1	1	1	1	1	1
c1_Z84484.1	2	1	1	1	1	1	1	1	1
c1_ZBTB20-AS1	2	1	1	1	1	1	1	1	1
c1_ZNF366	2	1	1	1	1	1	1	1	1
c1_ZNF469	2	1	1	1	1	1	1	1	1
DUMMY63	-100	-100	-100	-100	-100	-100	-100	-100	-100
c1_AC002074.1	1	2	1	1	1	1	1	1	1
c1_AC005498.2	1	2	1	1	1	1	1	1	1
c1_AC006960.3	1	2	1	1	1	1	1	1	1
c1_AC007364.1	1	2	1	1	1	1	1	1	1
c1_AC007638.1	1	2	1	1	1	1	1	1	1
c1_AC007966.1	1	2	1	1	1	1	1	1	1
c1_AC008496.2	1	2	1	1	1	1	1	1	1
c1_AC008738.2	1	2	1	1	1	1	1	1	1
c1_AC008747.1	1	2	1	1	1	1	1	1	1
c1_AC008906.1	1	2	1	1	1	1	1	1	1
c1_AC009495.2	1	2	1	1	1	1	1	1	1
c1_AC009950.1	1	2	1	1	1	1	1	1	1
c1_AC010997.3	1	2	1	1	1	1	1	1	1
c1_AC011611.3	1	2	1	1	1	1	1	1	1
c1_AC018767.2	1	2	1	1	1	1	1	1	1
c1_AC020558.1	1	2	1	1	1	1	1	1	1
c1_AC020909.3	1	2	1	1	1	1	1	1	1
c1_AC020928.1	1	2	1	1	1	1	1	1	1
c1_AC022167.1	1	2	1	1	1	1	1	1	1
c1_AC025219.1	1	2	1	1	1	1	1	1	1
c1_AC025754.2	1	2	1	1	1	1	1	1	1
c1_AC026254.2	1	2	1	1	1	1	1	1	1
c1_AC040934.1	1	2	1	1	1	1	1	1	1
c1_AC067838.1	1	2	1	1	1	1	1	1	1
c1_AC079907.1	1	2	1	1	1	1	1	1	1
c1_AC104653.1	1	2	1	1	1	1	1	1	1
c1_AC116913.1	1	2	1	1	1	1	1	1	1
c1_AF131215.7	1	2	1	1	1	1	1	1	1
c1_AL020995.1	1	2	1	1	1	1	1	1	1
c1_AL022238.3	1	2	1	1	1	1	1	1	1
c1_AL109797.1	1	2	1	1	1	1	1	1	1
c1_AL121748.2	1	2	1	1	1	1	1	1	1
c1_AL121992.1	1	2	1	1	1	1	1	1	1
c1_AL136454.1	1	2	1	1	1	1	1	1	1
c1_AL138689.2	1	2	1	1	1	1	1	1	1
c1_AL138899.1	1	2	1	1	1	1	1	1	1
c1_AL139124.1	1	2	1	1	1	1	1	1	1
c1_AL353135.1	1	2	1	1	1	1	1	1	1
c1_AL354732.1	1	2	1	1	1	1	1	1	1
c1_AL358852.1	1	2	1	1	1	1	1	1	1
c1_AL391261.2	1	2	1	1	1	1	1	1	1
c1_AL449266.1	1	2	1	1	1	1	1	1	1
c1_AL512598.1	1	2	1	1	1	1	1	1	1
c1_ALK	1	2	1	1	1	1	1	1	1
c1_AP000759.1	1	2	1	1	1	1	1	1	1
c1_AP001020.3	1	2	1	1	1	1	1	1	1
c1_AP005131.1	1	2	1	1	1	1	1	1	1
c1_AP005205.2	1	2	1	1	1	1	1	1	1
c1_ARHGAP31-AS1	1	2	1	1	1	1	1	1	1
c1_ARHGEF35	1	2	1	1	1	1	1	1	1
c1_BASP1-AS1	1	2	1	1	1	1	1	1	1
c1_BEND6	1	2	1	1	1	1	1	1	1
c1_BX640515.1	1	2	1	1	1	1	1	1	1
c1_C14orf39	1	2	1	1	1	1	1	1	1
c1_C2orf83	1	2	1	1	1	1	1	1	1
c1_CLCNKB	1	2	1	1	1	1	1	1	1
c1_CLMP	1	2	1	1	1	1	1	1	1
c1_CNTNAP2	1	2	1	1	1	1	1	1	1
c1_CYP7B1	1	2	1	1	1	1	1	1	1
c1_DDX53	1	2	1	1	1	1	1	1	1
c1_EPHA1	1	2	1	1	1	1	1	1	1
c1_EPHA5	1	2	1	1	1	1	1	1	1
c1_EPHA5-AS1	1	2	1	1	1	1	1	1	1
c1_FAM47E-STBD1	1	2	1	1	1	1	1	1	1
c1_GFAP	1	2	1	1	1	1	1	1	1
